image lefteye_x lefteye_y righteye_x righteye_y nose_x nose_y leftmouth_x leftmouth_y rightmouth_x rightmouth_y
188361.jpg 93 102 132 101 103 127 93 141 131 142 
188362.jpg 93 101 132 102 120 122 93 143 132 141 
188363.jpg 93 102 132 101 113 126 97 141 127 143 
188364.jpg 95 102 131 100 108 118 96 143 127 142 
188365.jpg 93 102 132 100 107 118 96 143 127 140 
188366.jpg 94 102 132 100 111 127 93 142 130 142 
188367.jpg 93 101 132 101 111 128 96 141 128 143 
188368.jpg 93 101 132 102 114 128 95 142 131 142 
188369.jpg 93 101 131 102 112 126 94 143 132 142 
188370.jpg 96 97 127 102 132 114 100 143 129 148 
188371.jpg 94 101 131 101 113 126 98 143 127 142 
188372.jpg 96 99 129 101 126 123 97 145 129 144 
188373.jpg 92 102 133 102 120 126 100 142 125 140 
188374.jpg 92 101 133 103 111 135 94 140 132 141 
188375.jpg 93 101 132 102 99 131 93 141 132 142 
188376.jpg 94 101 131 101 108 125 98 143 127 142 
188377.jpg 93 100 131 102 113 120 99 142 128 143 
188378.jpg 94 101 131 101 111 130 96 142 129 143 
188379.jpg 95 101 130 101 113 120 98 143 127 144 
188380.jpg 95 101 131 100 118 125 95 143 129 143 
188381.jpg 92 100 132 103 109 127 98 141 129 141 
188382.jpg 93 100 132 102 107 125 95 141 131 142 
188383.jpg 92 102 133 101 116 128 89 140 135 141 
188384.jpg 96 102 131 99 128 125 90 145 132 142 
188385.jpg 94 102 132 101 108 123 98 142 126 143 
188386.jpg 92 101 132 102 115 130 91 142 134 141 
188387.jpg 94 101 131 101 111 118 97 142 127 142 
188388.jpg 92 102 133 101 112 124 96 141 129 141 
188389.jpg 93 101 132 101 117 124 95 142 130 142 
188390.jpg 96 100 129 100 93 121 96 145 129 144 
188391.jpg 95 101 130 100 112 123 97 144 127 143 
188392.jpg 92 101 132 102 111 125 99 141 127 142 
188393.jpg 93 101 132 102 114 129 92 143 134 141 
188394.jpg 94 101 131 101 111 128 96 141 129 144 
188395.jpg 92 103 134 101 118 133 90 142 134 140 
188396.jpg 94 102 131 100 124 132 97 145 127 140 
188397.jpg 95 101 131 100 112 125 99 143 125 143 
188398.jpg 93 102 133 101 118 128 94 142 129 141 
188399.jpg 91 101 133 103 110 130 93 140 133 141 
188400.jpg 94 100 130 102 103 124 94 144 133 142 
188401.jpg 93 102 132 101 112 125 96 146 129 138 
188402.jpg 92 101 132 102 116 119 95 142 131 141 
188403.jpg 95 101 131 100 98 120 95 141 128 146 
188404.jpg 92 102 133 102 113 127 92 141 133 141 
188405.jpg 91 100 132 103 103 133 93 140 135 142 
188406.jpg 94 101 132 101 109 125 98 142 127 143 
188407.jpg 92 102 134 102 110 128 91 141 133 140 
188408.jpg 92 101 133 102 114 127 92 142 133 141 
188409.jpg 92 102 133 102 111 131 91 139 134 143 
188410.jpg 94 102 132 101 119 130 92 142 131 142 
188411.jpg 92 102 133 102 118 129 92 141 133 141 
188412.jpg 91 102 134 102 108 122 90 139 135 141 
188413.jpg 93 101 132 102 105 125 96 141 129 142 
188414.jpg 94 101 131 101 113 123 98 143 126 142 
188415.jpg 93 102 132 101 121 128 89 142 135 142 
188416.jpg 94 100 130 101 117 120 97 142 128 144 
188417.jpg 93 100 131 102 119 120 91 142 135 142 
188418.jpg 94 101 131 101 113 128 96 143 130 143 
188419.jpg 93 102 132 101 110 124 93 143 132 140 
188420.jpg 92 103 134 101 114 126 92 140 131 140 
188421.jpg 92 103 134 101 109 114 95 140 128 141 
188422.jpg 93 102 132 101 116 128 95 143 129 141 
188423.jpg 94 100 130 101 103 128 99 142 126 144 
188424.jpg 94 101 131 101 119 126 97 143 127 143 
188425.jpg 95 100 130 101 123 126 99 146 126 141 
188426.jpg 93 102 133 101 115 127 95 142 129 141 
188427.jpg 90 103 135 102 113 122 91 140 133 139 
188428.jpg 94 101 131 101 119 123 98 142 127 143 
188429.jpg 96 100 129 100 103 128 97 144 128 145 
188430.jpg 93 101 132 102 106 130 97 141 128 143 
188431.jpg 92 101 133 102 107 126 96 140 129 143 
188432.jpg 93 101 132 101 106 125 97 143 128 141 
188433.jpg 93 102 132 102 112 130 94 141 131 142 
188434.jpg 93 101 132 101 109 126 97 142 128 142 
188435.jpg 93 102 133 101 115 125 91 142 134 141 
188436.jpg 94 101 131 101 117 125 98 143 127 143 
188437.jpg 96 101 130 100 125 126 97 145 126 143 
188438.jpg 92 102 133 102 113 123 95 140 129 141 
188439.jpg 92 101 133 102 106 126 91 140 134 142 
188440.jpg 93 101 132 102 102 130 98 141 128 142 
188441.jpg 91 102 134 102 111 127 91 139 134 141 
188442.jpg 94 101 131 101 121 123 98 143 127 142 
188443.jpg 95 101 130 100 109 124 98 144 126 144 
188444.jpg 90 103 135 103 109 128 93 140 132 138 
188445.jpg 91 102 134 102 109 132 91 140 134 141 
188446.jpg 93 101 132 102 118 124 95 143 130 140 
188447.jpg 92 102 133 102 108 130 91 141 134 141 
188448.jpg 93 102 132 101 117 127 92 143 131 141 
188449.jpg 95 101 130 101 108 124 96 143 128 144 
188450.jpg 95 98 128 102 126 111 98 143 130 145 
188451.jpg 92 101 132 102 114 119 96 141 130 142 
188452.jpg 93 101 132 102 112 121 96 142 130 142 
188453.jpg 92 102 133 102 109 120 97 141 128 142 
188454.jpg 95 100 130 101 110 123 96 142 131 145 
188455.jpg 92 102 133 101 114 129 91 142 133 141 
188456.jpg 94 101 131 101 116 122 96 142 129 143 
188457.jpg 90 99 132 106 97 134 91 135 140 145 
188458.jpg 91 101 133 103 106 131 91 140 135 142 
188459.jpg 94 101 131 101 108 125 98 144 127 142 
188460.jpg 92 102 134 101 119 122 89 143 135 138 
188461.jpg 92 101 132 102 112 122 97 142 129 141 
188462.jpg 93 102 133 100 112 130 97 140 126 143 
188463.jpg 90 103 135 102 113 130 89 139 136 139 
188464.jpg 96 100 129 100 110 122 96 145 128 145 
188465.jpg 93 103 133 101 124 125 91 142 132 141 
188466.jpg 92 101 132 102 109 129 94 141 132 142 
188467.jpg 93 99 131 103 127 117 95 141 133 144 
188468.jpg 93 100 131 102 116 120 101 142 126 142 
188469.jpg 93 101 132 101 107 131 97 142 128 142 
188470.jpg 91 101 133 103 110 133 90 141 136 140 
188471.jpg 91 102 134 102 111 129 92 140 133 141 
188472.jpg 93 101 131 101 116 121 94 141 131 144 
188473.jpg 93 101 131 101 122 126 100 143 125 142 
188474.jpg 92 101 132 102 109 130 94 142 131 141 
188475.jpg 93 101 132 101 119 127 97 141 128 143 
188476.jpg 92 102 133 102 110 126 92 141 134 141 
188477.jpg 93 102 132 101 110 130 94 142 130 142 
188478.jpg 95 101 130 100 109 124 96 143 128 143 
188479.jpg 97 97 126 101 95 119 99 145 129 148 
188480.jpg 92 102 133 102 115 127 90 141 134 140 
188481.jpg 93 101 132 101 105 127 95 142 129 142 
188482.jpg 98 103 130 97 134 129 89 149 131 141 
188483.jpg 92 102 133 102 111 129 89 141 136 141 
188484.jpg 93 101 132 101 114 117 99 142 126 142 
188485.jpg 94 101 131 101 107 122 97 142 128 142 
188486.jpg 91 102 133 102 108 131 88 140 137 141 
188487.jpg 95 98 128 102 127 120 101 144 127 145 
188488.jpg 91 102 134 103 108 127 91 140 134 140 
188489.jpg 94 102 131 100 106 109 98 144 126 141 
188490.jpg 91 102 134 102 114 126 91 141 134 139 
188491.jpg 93 101 132 102 119 126 98 143 128 141 
188492.jpg 93 101 132 101 110 125 95 142 130 142 
188493.jpg 92 101 132 102 111 128 93 141 132 142 
188494.jpg 94 102 131 100 109 121 97 143 127 142 
188495.jpg 92 102 133 102 113 126 92 141 133 142 
188496.jpg 95 100 130 101 106 126 100 143 125 144 
188497.jpg 94 100 130 101 107 125 96 143 130 144 
188498.jpg 92 102 133 101 124 118 93 141 131 141 
188499.jpg 90 102 134 103 111 130 88 140 137 139 
188500.jpg 97 99 127 100 101 125 102 146 124 146 
188501.jpg 95 100 130 101 112 126 99 145 127 143 
188502.jpg 95 100 130 101 124 126 97 144 128 143 
188503.jpg 93 102 132 101 122 128 90 142 134 142 
188504.jpg 92 102 133 102 107 125 92 140 133 143 
188505.jpg 93 102 132 101 114 130 94 142 130 141 
188506.jpg 94 100 130 101 105 124 98 142 129 145 
188507.jpg 90 102 135 103 112 131 93 139 133 140 
188508.jpg 100 99 126 98 131 125 100 147 123 148 
188509.jpg 93 101 132 101 106 122 93 143 132 141 
188510.jpg 94 102 132 100 112 130 92 141 131 143 
188511.jpg 91 101 133 102 104 131 88 139 138 142 
188512.jpg 92 103 133 101 109 126 88 141 135 140 
188513.jpg 91 104 135 101 113 133 88 140 135 138 
188514.jpg 96 100 129 100 118 122 96 144 129 144 
188515.jpg 91 102 134 102 120 125 92 141 133 139 
188516.jpg 93 101 131 101 106 129 93 143 132 141 
188517.jpg 92 103 133 101 117 116 93 140 130 141 
188518.jpg 92 101 133 102 114 128 95 141 130 140 
188519.jpg 95 101 130 100 108 129 99 144 125 144 
188520.jpg 98 95 124 102 96 118 103 147 128 148 
188521.jpg 92 100 131 103 127 121 95 141 133 142 
188522.jpg 94 101 131 101 112 127 97 142 128 144 
188523.jpg 93 102 132 101 118 122 94 142 131 142 
188524.jpg 94 101 132 101 118 130 94 143 130 142 
188525.jpg 92 102 133 102 109 120 93 140 132 141 
188526.jpg 92 102 133 102 113 121 90 141 135 140 
188527.jpg 97 100 128 99 100 124 100 146 124 145 
188528.jpg 94 100 130 101 107 126 99 143 127 144 
188529.jpg 92 102 133 101 111 122 97 141 128 141 
188530.jpg 93 101 132 101 114 125 93 143 132 141 
188531.jpg 91 102 134 103 112 127 92 139 134 141 
188532.jpg 91 102 134 102 115 131 92 141 133 139 
188533.jpg 94 101 131 101 117 120 97 144 128 142 
188534.jpg 92 103 133 101 115 128 90 141 133 141 
188535.jpg 91 101 133 103 107 129 93 140 133 141 
188536.jpg 94 101 131 101 111 127 97 142 127 144 
188537.jpg 94 101 131 101 106 123 101 143 124 143 
188538.jpg 93 102 133 101 108 125 91 141 133 142 
188539.jpg 93 101 132 102 105 126 99 142 127 142 
188540.jpg 95 101 131 101 110 121 97 143 128 143 
188541.jpg 95 99 129 101 122 124 100 144 126 144 
188542.jpg 94 102 132 100 118 127 96 144 127 141 
188543.jpg 94 100 130 101 119 129 95 144 130 142 
188544.jpg 93 101 132 101 113 132 95 141 130 142 
188545.jpg 92 101 132 102 113 123 99 142 127 141 
188546.jpg 98 101 128 98 96 118 101 147 122 146 
188547.jpg 94 100 131 101 114 122 98 142 127 143 
188548.jpg 92 101 132 102 105 128 94 141 132 143 
188549.jpg 93 101 131 102 109 126 94 142 132 142 
188550.jpg 91 102 134 103 113 122 91 140 135 140 
188551.jpg 92 101 132 102 114 118 94 141 132 142 
188552.jpg 93 99 130 103 125 118 100 143 129 143 
188553.jpg 94 101 131 101 110 124 96 143 129 143 
188554.jpg 94 100 130 101 111 124 98 143 128 143 
188555.jpg 93 101 132 101 110 129 97 141 129 143 
188556.jpg 93 102 132 101 112 126 97 141 127 142 
188557.jpg 94 101 131 101 114 126 97 143 128 142 
188558.jpg 95 104 132 98 123 128 88 146 132 139 
188559.jpg 96 100 130 100 100 125 96 145 129 144 
188560.jpg 93 101 132 102 106 125 94 141 131 142 
188561.jpg 93 102 132 101 115 128 94 143 130 141 
188562.jpg 94 101 131 101 112 123 97 143 128 143 
188563.jpg 93 102 132 101 114 121 97 141 127 143 
188564.jpg 94 101 131 101 112 122 99 142 126 144 
188565.jpg 93 101 132 101 115 121 96 143 129 141 
188566.jpg 94 100 130 101 107 124 101 143 124 143 
188567.jpg 96 104 132 98 129 127 92 148 128 138 
188568.jpg 91 102 134 102 113 130 88 140 136 140 
188569.jpg 97 100 128 99 124 126 98 144 126 146 
188570.jpg 93 103 133 101 118 128 92 141 131 141 
188571.jpg 92 102 133 102 114 127 92 140 134 141 
188572.jpg 91 104 135 101 108 118 92 139 130 141 
188573.jpg 95 101 131 100 113 125 98 144 126 142 
188574.jpg 95 100 129 101 103 125 99 144 127 144 
188575.jpg 95 102 131 99 120 129 96 144 127 143 
188576.jpg 93 101 132 101 116 122 99 142 126 142 
188577.jpg 93 101 132 102 111 130 92 141 133 143 
188578.jpg 92 102 133 102 114 126 95 141 130 141 
188579.jpg 92 102 133 101 109 124 94 142 131 141 
188580.jpg 94 102 131 100 104 121 96 143 127 143 
188581.jpg 93 101 132 101 108 123 95 142 130 142 
188582.jpg 94 101 131 101 114 118 98 143 127 142 
188583.jpg 93 101 131 102 120 122 94 142 132 142 
188584.jpg 94 101 131 101 113 126 94 143 130 142 
188585.jpg 91 102 134 102 111 129 88 139 137 141 
188586.jpg 98 99 127 99 95 122 97 146 127 147 
188587.jpg 95 100 130 101 107 124 100 143 125 145 
188588.jpg 94 101 131 101 109 125 97 142 128 143 
188589.jpg 92 101 133 102 111 126 91 141 135 141 
188590.jpg 92 102 133 102 112 118 96 140 130 142 
188591.jpg 96 101 130 100 123 123 98 144 126 144 
188592.jpg 95 102 132 99 101 116 93 143 129 143 
188593.jpg 96 101 130 100 128 127 95 145 129 143 
188594.jpg 91 102 134 102 113 128 93 140 131 140 
188595.jpg 94 102 131 100 114 118 96 142 127 144 
188596.jpg 92 101 133 102 114 126 93 141 133 141 
188597.jpg 93 103 133 101 113 128 92 142 131 141 
188598.jpg 93 102 133 101 109 123 93 141 132 142 
188599.jpg 95 99 129 101 102 123 101 143 125 145 
188600.jpg 95 100 130 101 120 120 97 143 129 144 
188601.jpg 91 103 134 102 111 116 90 140 135 139 
188602.jpg 93 102 132 101 112 126 93 142 132 141 
188603.jpg 93 102 132 101 122 129 93 143 131 141 
188604.jpg 94 101 131 101 107 125 98 142 127 143 
188605.jpg 93 102 132 101 115 126 94 141 130 142 
188606.jpg 95 100 129 101 120 124 95 144 131 144 
188607.jpg 92 102 133 101 122 126 90 141 134 141 
188608.jpg 95 101 130 100 98 124 95 144 130 143 
188609.jpg 91 102 134 102 110 124 91 140 133 141 
188610.jpg 93 101 132 102 111 133 100 141 125 142 
188611.jpg 93 101 132 101 109 124 97 142 128 142 
188612.jpg 94 101 131 101 112 126 99 143 126 142 
188613.jpg 93 101 132 101 112 119 99 143 125 141 
188614.jpg 92 102 133 102 116 129 91 141 134 141 
188615.jpg 92 102 133 102 108 129 95 141 130 140 
188616.jpg 92 103 134 101 115 131 92 140 132 140 
188617.jpg 93 100 131 102 111 122 98 142 129 143 
188618.jpg 93 102 133 101 114 128 89 140 134 142 
188619.jpg 93 101 132 101 111 127 97 142 128 142 
188620.jpg 91 103 134 102 121 130 92 140 132 140 
188621.jpg 94 100 131 101 106 126 95 144 131 142 
188622.jpg 94 101 131 100 112 125 97 143 127 143 
188623.jpg 95 101 130 101 105 122 98 142 127 144 
188624.jpg 91 102 134 102 109 124 96 140 129 141 
188625.jpg 93 101 132 102 109 122 95 142 131 142 
188626.jpg 94 102 132 100 120 123 94 144 130 142 
188627.jpg 93 101 132 102 114 124 93 142 132 141 
188628.jpg 91 102 134 103 111 130 91 139 135 141 
188629.jpg 93 100 131 102 121 120 97 142 130 143 
188630.jpg 92 102 133 102 110 128 92 140 133 142 
188631.jpg 91 101 133 103 115 125 93 140 133 141 
188632.jpg 94 101 131 101 114 127 97 142 127 143 
188633.jpg 94 101 131 101 112 127 98 143 128 143 
188634.jpg 93 102 132 101 115 124 95 142 129 141 
188635.jpg 96 101 130 100 96 125 98 142 126 146 
188636.jpg 91 101 133 103 115 125 91 139 136 142 
188637.jpg 91 102 133 102 115 122 95 140 130 141 
188638.jpg 97 101 130 99 103 118 98 145 125 144 
188639.jpg 98 101 128 97 96 120 99 148 122 144 
188640.jpg 93 101 132 101 119 126 98 143 127 141 
188641.jpg 95 101 130 100 122 126 98 145 126 142 
188642.jpg 94 100 131 101 107 126 99 143 127 143 
188643.jpg 93 101 132 101 110 124 93 141 132 143 
188644.jpg 95 102 131 100 120 131 93 143 129 143 
188645.jpg 93 101 132 101 113 128 100 142 125 141 
188646.jpg 92 103 134 101 113 131 93 141 130 141 
188647.jpg 91 102 134 102 106 127 91 140 134 140 
188648.jpg 92 101 132 103 102 122 93 139 134 144 
188649.jpg 91 102 133 103 113 125 91 140 135 141 
188650.jpg 91 100 133 104 104 129 95 141 132 141 
188651.jpg 93 101 132 102 122 127 96 143 130 141 
188652.jpg 96 98 127 101 94 128 98 145 130 146 
188653.jpg 93 102 132 100 119 125 90 142 133 142 
188654.jpg 93 100 131 102 111 129 97 142 129 143 
188655.jpg 93 101 131 102 117 124 98 142 128 142 
188656.jpg 95 96 127 103 103 127 105 142 126 149 
188657.jpg 93 101 131 101 109 130 96 143 129 142 
188658.jpg 94 101 131 101 109 127 95 143 129 143 
188659.jpg 96 98 127 101 95 127 98 144 129 147 
188660.jpg 94 100 130 101 113 129 99 143 127 144 
188661.jpg 92 100 131 103 106 134 93 141 134 142 
188662.jpg 94 100 130 101 112 123 96 143 130 144 
188663.jpg 93 101 132 102 114 123 98 143 128 140 
188664.jpg 90 101 134 103 115 114 95 139 132 141 
188665.jpg 91 102 133 102 113 129 89 140 136 141 
188666.jpg 93 101 132 102 108 126 89 142 136 141 
188667.jpg 94 101 131 101 113 127 98 143 127 143 
188668.jpg 94 101 131 101 116 119 97 143 127 142 
188669.jpg 92 101 133 102 108 128 93 140 133 142 
188670.jpg 94 99 129 102 102 130 98 143 130 144 
188671.jpg 94 101 131 101 106 122 96 142 129 143 
188672.jpg 93 101 132 102 111 129 94 143 132 141 
188673.jpg 93 101 132 101 112 123 93 142 132 141 
188674.jpg 92 103 134 101 121 125 91 142 132 139 
188675.jpg 92 102 134 102 115 127 94 140 131 141 
188676.jpg 92 103 133 101 116 124 92 142 132 140 
188677.jpg 93 103 133 100 107 118 94 141 129 142 
188678.jpg 92 102 133 102 112 123 91 141 135 141 
188679.jpg 93 101 132 102 118 128 95 143 131 141 
188680.jpg 94 101 131 101 108 121 97 143 127 143 
188681.jpg 93 102 132 101 114 123 95 142 129 142 
188682.jpg 92 102 133 102 112 117 91 141 133 140 
188683.jpg 94 103 133 99 100 114 96 143 125 141 
188684.jpg 94 101 131 101 117 117 102 143 123 142 
188685.jpg 96 100 129 100 101 122 100 145 125 145 
188686.jpg 93 101 132 101 107 122 96 142 128 141 
188687.jpg 92 101 133 102 109 131 92 141 134 142 
188688.jpg 94 101 132 101 104 124 97 143 127 142 
188689.jpg 93 99 131 103 124 117 95 141 133 143 
188690.jpg 91 102 134 103 110 133 93 139 133 140 
188691.jpg 94 102 131 100 113 124 97 143 127 142 
188692.jpg 92 102 133 102 112 129 93 141 132 142 
188693.jpg 94 101 131 101 113 125 99 143 126 142 
188694.jpg 93 101 132 101 115 120 98 142 127 142 
188695.jpg 92 102 133 102 114 125 92 141 134 141 
188696.jpg 95 101 131 100 122 125 98 143 127 143 
188697.jpg 94 101 131 101 115 130 96 143 128 142 
188698.jpg 94 102 132 100 111 127 96 142 127 143 
188699.jpg 94 101 131 101 111 127 95 142 129 143 
188700.jpg 92 103 133 101 115 120 91 142 132 140 
188701.jpg 92 101 132 102 108 128 96 141 129 141 
188702.jpg 94 101 131 101 115 127 96 143 128 142 
188703.jpg 95 101 130 100 107 124 100 143 124 143 
188704.jpg 92 101 133 102 108 127 92 140 135 142 
188705.jpg 94 101 131 101 115 124 96 143 128 142 
188706.jpg 94 102 131 100 111 128 97 142 127 143 
188707.jpg 90 103 136 102 112 129 92 139 132 138 
188708.jpg 92 102 134 102 113 123 95 140 129 141 
188709.jpg 93 99 131 103 99 128 93 141 135 144 
188710.jpg 93 102 133 101 110 123 95 141 129 142 
188711.jpg 93 102 133 101 118 130 91 142 132 141 
188712.jpg 94 101 131 101 112 126 97 142 128 143 
188713.jpg 92 102 133 102 109 127 90 142 135 141 
188714.jpg 93 101 132 102 112 126 94 144 131 140 
188715.jpg 92 102 133 102 110 128 99 141 126 141 
188716.jpg 94 102 132 101 112 123 92 140 132 144 
188717.jpg 96 99 128 100 110 120 101 145 125 145 
188718.jpg 94 102 132 100 116 124 97 142 126 142 
188719.jpg 93 102 133 101 113 123 92 142 131 141 
188720.jpg 90 102 134 103 112 130 93 138 133 141 
188721.jpg 94 101 131 101 119 126 95 143 129 142 
188722.jpg 95 101 131 100 104 122 98 144 126 143 
188723.jpg 94 101 131 101 103 125 96 143 129 143 
188724.jpg 94 101 131 101 114 120 97 142 128 143 
188725.jpg 93 101 132 102 106 125 95 142 131 142 
188726.jpg 90 102 134 103 109 129 91 140 135 139 
188727.jpg 92 102 133 102 107 128 94 141 131 141 
188728.jpg 94 101 131 101 119 124 96 144 129 142 
188729.jpg 99 100 126 98 135 124 93 146 130 149 
188730.jpg 93 102 133 101 112 124 95 141 129 142 
188731.jpg 93 102 132 101 114 127 94 142 130 142 
188732.jpg 101 94 121 100 97 126 107 147 124 153 
188733.jpg 94 101 131 101 109 118 99 141 127 145 
188734.jpg 95 101 130 100 105 123 97 142 128 145 
188735.jpg 93 101 132 101 121 125 92 143 132 141 
188736.jpg 92 102 133 101 112 132 89 141 135 141 
188737.jpg 97 102 130 98 122 122 98 146 123 143 
188738.jpg 93 102 132 101 115 124 99 142 126 141 
188739.jpg 94 102 131 100 126 123 96 144 128 141 
188740.jpg 93 102 133 101 118 121 96 140 128 143 
188741.jpg 95 100 130 101 115 123 98 143 127 144 
188742.jpg 94 101 131 101 113 124 96 142 128 143 
188743.jpg 93 100 131 102 105 130 94 143 132 142 
188744.jpg 93 101 132 101 109 126 94 142 131 142 
188745.jpg 91 102 134 102 113 128 94 140 131 140 
188746.jpg 92 102 133 102 115 125 92 140 132 141 
188747.jpg 93 101 132 102 105 126 96 142 130 142 
188748.jpg 92 101 132 102 108 128 91 141 136 142 
188749.jpg 90 102 134 103 110 128 90 140 136 139 
188750.jpg 92 101 132 102 109 126 98 141 129 142 
188751.jpg 91 101 133 103 108 124 96 141 131 141 
188752.jpg 93 102 132 101 120 122 92 142 132 142 
188753.jpg 94 102 132 100 122 126 96 142 127 142 
188754.jpg 93 103 133 101 117 130 90 142 133 140 
188755.jpg 94 100 131 101 111 128 96 142 130 143 
188756.jpg 93 101 131 102 116 118 96 142 130 142 
188757.jpg 93 102 132 102 108 123 94 141 131 142 
188758.jpg 92 102 133 102 105 126 92 141 132 141 
188759.jpg 92 102 133 102 114 126 94 140 130 141 
188760.jpg 91 102 134 102 113 128 89 140 136 140 
188761.jpg 91 102 133 102 114 128 92 140 134 141 
188762.jpg 95 101 130 100 94 122 95 144 129 144 
188763.jpg 93 101 131 101 110 127 98 142 127 143 
188764.jpg 92 101 132 102 114 127 95 141 131 141 
188765.jpg 95 101 131 100 102 121 96 143 129 144 
188766.jpg 94 101 131 101 103 126 98 142 127 143 
188767.jpg 96 102 130 99 106 125 100 146 122 143 
188768.jpg 92 102 133 102 112 128 93 141 132 141 
188769.jpg 91 105 136 101 119 134 87 140 134 138 
188770.jpg 91 103 134 101 121 131 91 142 133 138 
188771.jpg 94 101 132 101 112 123 94 142 130 142 
188772.jpg 93 102 132 101 116 122 93 142 132 142 
188773.jpg 96 104 132 98 128 129 93 146 126 140 
188774.jpg 91 102 134 102 115 124 95 140 130 140 
188775.jpg 93 101 132 101 113 127 93 141 132 143 
188776.jpg 92 101 133 103 114 125 96 141 131 141 
188777.jpg 94 101 131 101 111 129 97 142 128 143 
188778.jpg 92 103 134 101 115 131 91 139 133 142 
188779.jpg 93 101 131 101 99 126 97 142 129 143 
188780.jpg 92 102 133 102 113 122 98 141 126 141 
188781.jpg 90 102 135 103 111 129 94 139 132 140 
188782.jpg 94 100 130 101 111 126 100 143 125 143 
188783.jpg 93 101 132 101 114 121 100 143 125 142 
188784.jpg 96 101 129 99 106 120 102 145 122 144 
188785.jpg 92 101 133 102 111 128 99 141 126 141 
188786.jpg 93 99 130 102 123 115 97 142 131 143 
188787.jpg 94 101 131 101 111 130 99 143 126 142 
188788.jpg 94 100 131 102 117 126 98 143 129 143 
188789.jpg 92 102 133 102 112 125 94 141 131 141 
188790.jpg 95 100 130 101 120 126 96 144 130 143 
188791.jpg 92 101 132 102 109 130 95 141 130 142 
188792.jpg 94 101 131 101 105 130 99 142 127 143 
188793.jpg 94 100 131 102 107 125 95 142 131 143 
188794.jpg 90 103 135 102 112 128 90 139 135 140 
188795.jpg 94 101 131 101 113 130 95 144 130 141 
188796.jpg 96 99 128 101 122 118 102 145 125 145 
188797.jpg 94 100 130 102 111 128 93 142 133 144 
188798.jpg 94 101 131 101 112 129 96 143 128 142 
188799.jpg 93 101 132 101 117 120 94 142 131 142 
188800.jpg 93 101 132 102 112 124 98 142 128 141 
188801.jpg 92 97 129 105 120 110 103 141 129 145 
188802.jpg 93 103 134 100 117 126 91 142 131 140 
188803.jpg 95 101 130 100 107 126 96 142 128 144 
188804.jpg 94 102 132 100 113 126 97 142 127 143 
188805.jpg 94 101 131 101 110 127 95 143 130 142 
188806.jpg 91 103 135 102 114 129 91 140 133 139 
188807.jpg 92 102 133 102 113 130 94 141 132 141 
188808.jpg 94 100 131 101 109 125 95 142 131 143 
188809.jpg 94 100 130 101 118 115 97 143 129 143 
188810.jpg 94 101 130 101 105 127 98 141 127 145 
188811.jpg 93 101 132 102 111 124 90 142 135 141 
188812.jpg 94 101 132 101 115 129 94 143 131 142 
188813.jpg 94 99 130 102 117 117 101 142 126 143 
188814.jpg 94 97 128 103 97 130 99 143 131 145 
188815.jpg 91 102 134 102 113 127 92 140 133 139 
188816.jpg 93 100 132 102 121 124 99 142 128 142 
188817.jpg 91 102 134 103 105 128 91 139 136 141 
188818.jpg 97 101 129 99 122 126 97 146 125 144 
188819.jpg 93 101 132 102 122 122 96 141 129 143 
188820.jpg 93 102 132 101 115 127 92 142 133 141 
188821.jpg 93 102 132 101 113 121 95 141 130 142 
188822.jpg 92 101 132 102 105 124 91 141 134 142 
188823.jpg 94 101 132 101 107 125 93 142 131 143 
188824.jpg 101 95 122 99 89 124 99 148 130 152 
188825.jpg 92 100 132 103 116 118 100 141 127 142 
188826.jpg 94 101 131 100 109 127 98 143 126 143 
188827.jpg 92 101 132 103 107 129 92 140 135 143 
188828.jpg 91 102 134 102 111 122 91 140 134 141 
188829.jpg 91 102 134 103 110 127 94 140 131 140 
188830.jpg 91 102 133 102 110 130 93 140 132 141 
188831.jpg 91 102 133 102 115 124 97 140 128 140 
188832.jpg 97 101 129 98 95 124 98 146 124 144 
188833.jpg 92 102 134 102 113 117 92 140 132 141 
188834.jpg 99 96 124 100 97 126 107 148 122 148 
188835.jpg 92 101 133 102 108 129 93 141 133 140 
188836.jpg 96 98 127 102 127 117 101 146 128 144 
188837.jpg 93 101 132 101 102 128 96 141 129 143 
188838.jpg 95 102 131 100 118 124 93 145 130 142 
188839.jpg 95 101 130 100 104 120 97 144 127 143 
188840.jpg 93 101 132 101 116 118 94 142 130 142 
188841.jpg 91 101 133 103 108 134 92 140 135 142 
188842.jpg 95 101 130 100 127 124 96 144 129 143 
188843.jpg 94 101 131 101 121 127 97 142 128 144 
188844.jpg 92 102 133 102 113 126 93 140 131 142 
188845.jpg 93 101 132 101 114 121 98 142 127 142 
188846.jpg 95 101 131 100 112 126 94 143 131 144 
188847.jpg 91 102 134 102 109 133 89 140 136 141 
188848.jpg 94 101 132 101 108 125 91 142 133 142 
188849.jpg 92 102 133 102 112 125 93 140 132 141 
188850.jpg 93 101 131 101 120 123 92 143 133 142 
188851.jpg 92 101 133 102 112 126 93 140 133 142 
188852.jpg 92 103 133 101 117 119 95 141 128 141 
188853.jpg 93 101 132 101 112 129 94 142 130 142 
188854.jpg 94 101 131 101 99 125 97 143 128 142 
188855.jpg 94 101 131 101 106 129 97 143 128 143 
188856.jpg 93 102 132 101 115 123 94 142 131 142 
188857.jpg 94 101 131 101 109 125 97 143 127 143 
